celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score,overall_avg_score,total_points,weeks_participated,age_group,standardized_industry,standardized_country,elimination_status,performance_trend,normalized_score,season_normalized_score,performance_level
Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,6.0,6.0,7.0,0.0,6.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,20.0,6.666666666666667,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,60.0,3,25-34,Beauty Pagent,USA,Eliminated Week 3,0.0,70.05256394135341,46.02526578417114,Good
Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,6.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,40.0,2,35-44,Model,Czechoslovakia,Eliminated Week 2,0.0,70.0525639413534,46.02526578417113,Good
Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,24.0,8.0,24.0,8.0,23.0,7.666666666666667,21.0,7.0,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.388888888888889,133.0,6,35-44,Model,UK,Eliminated Week 6,0.0,77.64159170166668,51.01133624412301,Good
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5.0,4.0,4.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,6.0,5.0,0.0,7.0,7.0,7.0,0.0,6.0,6.5,6.5,0.0,6.5,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.333333333333333,21.0,7.0,21.0,7.0,21.0,7.0,17.0,5.666666666666667,21.0,7.0,19.0,6.333333333333333,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333334,152.0,8,45-54,Musician,USA,Eliminated Week 8,-1.4023869784738819e-14,66.54993574428573,43.72400249496258,Good
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,8.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,9.5,10.0,0.0,9.5,9.0,9.0,0.0,10.0,10.0,10.0,0.0,9.6666,9.3333,9.6666,0.0,0.0,0.0,0.0,0.0,24.0,8.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,25.0,8.333333333333334,27.0,9.0,29.5,9.833333333333334,27.5,9.166666666666666,30.0,10.0,28.6665,9.5555,0.0,0.0,8.922216666666667,267.6665,10,25-34,Musician,USA,Runner-up,7.305795333620988,93.75362303104137,61.59710902009422,Excellent
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,5.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,21.0,7.0,24.0,8.0,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,76.0,4,45-54,Tv_Personality,USA,Eliminated Week 4,0.0,66.54993574428573,43.724002494962576,Good
Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,9.0,9.0,0.0,9.0,8.0,8.0,0.0,8.5,8.5,8.5,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,21.0,7.0,23.0,7.666666666666667,27.0,9.0,26.0,8.666666666666666,25.0,8.333333333333334,25.5,8.5,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,8.083333333333334,194.0,8,35-44,Actor,Canada,Eliminated Week 8,5.154639175257724,84.938733778891,52.9913734975124,Excellent
Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,9.0,9.0,9.0,0.0,8.0,9.0,9.0,0.0,8.0,9.0,9.0,0.0,8.0,7.0,7.0,0.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,21.0,7.0,27.0,9.0,26.0,8.666666666666666,26.0,8.666666666666666,22.0,7.333333333333333,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.142857142857142,171.0,7,55+,Actor,UK,Eliminated Week 7,0.0,85.56420309979595,53.38158979719951,Excellent
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,9.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,10.0,10.0,0.0,9.0,9.0,10.0,0.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.666666666666666,26.0,8.666666666666666,27.0,9.0,30.0,10.0,28.0,9.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,162.0,6,<25,Actor,USA,Eliminated Week 6,0.0,94.5709613208271,59.0007045126942,Excellent
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,9.0,8.0,9.0,0.0,8.0,10.0,9.0,0.0,8.0,9.0,8.0,0.0,9.0,9.0,9.0,0.0,8.5,8.5,9.5,0.0,8.5,8.5,8.0,0.0,9.5,10.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,21.0,7.0,26.0,8.666666666666666,27.0,9.0,25.0,8.333333333333334,27.0,9.0,26.5,8.833333333333334,25.0,8.333333333333334,29.0,9.666666666666666,0.0,0.0,0.0,0.0,8.425925925925927,227.5,9,35-44,Actor,USA,Eliminated Week 9,6.813186813186794,88.53865720365502,55.237285089044995,Excellent
Floyd Mayweather Jr.,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,21.0,7.0,21.0,7.0,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.916666666666667,83.0,4,25-34,Athlete,USA,Eliminated Week 4,0.0,72.67953508915416,45.34313402364462,Good
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,16.0,1,25-34,Model,USA,Eliminated Week 1,0.0,56.04205115308272,34.963380451966934,Average
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,42.0,2,<25,Model,USA,Eliminated Week 2,0.0,73.55519213842108,45.8894368432066,Good
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,7.0,8.0,0.0,9.0,10.0,9.0,0.0,9.0,8.5,8.5,0.0,9.5,9.5,9.5,0.0,10.0,10.0,10.0,0.0,9.0,9.3333,9.6666,0.0,0.0,0.0,0.0,0.0,25.0,8.333333333333334,27.0,9.0,24.0,8.0,27.0,9.0,23.0,7.666666666666667,28.0,9.333333333333334,26.0,8.666666666666666,28.5,9.5,30.0,10.0,27.999900000000004,9.333300000000001,0.0,0.0,8.88333,266.4999,10,25-34,Racing Driver,Brazil,Winner,8.192535907142924,93.34500642557146,58.23585871319465,Excellent
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,9.0,9.0,0.0,10.0,9.0,10.0,0.0,10.0,10.0,10.0,0.0,9.0,9.0,9.0,0.0,9.0,9.5,9.5,0.0,10.0,10.0,10.0,0.0,9.3333,9.3333,9.6666,0.0,0.0,0.0,0.0,0.0,24.0,8.0,23.0,7.666666666666667,27.0,9.0,26.0,8.666666666666666,29.0,9.666666666666666,30.0,10.0,27.0,9.0,28.0,9.333333333333334,30.0,10.0,28.333199999999998,9.4444,0.0,0.0,9.077773333333333,272.3332,10,25-34,Musician,UK,Runner-up,5.671043168197402,95.38819453176693,59.510558008135014,Outstanding
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,15.0,5.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.777777777777778,52.0,3,55+,Musician,USA,Eliminated Week 3,0.0,60.71222208250629,37.87699548963085,Good
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,7.0,0.0,9.0,8.5,8.5,0.0,8.0,8.5,8.0,0.0,9.5,9.5,9.0,0.0,8.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,21.0,7.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,21.0,7.0,23.0,7.666666666666667,26.0,8.666666666666666,24.5,8.166666666666666,28.0,9.333333333333334,23.0,7.666666666666667,0.0,0.0,8.083333333333332,242.5,10,45-54,Musician,USA,3rd Place,3.7800687285223566,84.93873377889099,52.991373497512384,Excellent
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,0.0,6.0,6.0,6.0,0.0,6.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,18.0,6.0,20.0,6.666666666666667,22.0,7.333333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,102.0,5,45-54,Tv_Personality,USA,Eliminated Week 5,0.0,71.45361522018047,44.57831007625784,Good
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,0.0,7.0,6.0,7.0,0.0,8.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,7.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,7.5,7.5,8.0,0.0,10.0,9.0,9.5,0.0,9.5,9.0,9.5,0.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,20.0,6.666666666666667,25.0,8.333333333333334,26.0,8.666666666666666,23.0,7.666666666666667,27.0,9.0,23.0,7.666666666666667,28.5,9.5,28.0,9.333333333333334,26.0,8.666666666666666,0.0,0.0,8.25,247.5,10,25-34,Actor,Chile,3rd Place,11.111111111111104,86.69004787742483,55.98424984815347,Excellent
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,0.0,6.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,16.0,5.333333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111111111111111,55.0,3,45-54,Actor,USA,Eliminated Week 3,0.0,64.21485027957395,41.469814702335896,Good
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,9.0,9.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,21.0,7.0,26.0,8.666666666666666,22.0,7.333333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,114.0,5,55+,Actor,USA,Eliminated Week 5,0.0,79.85992289314288,51.57336955708682,Good
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.333333333333333,24.0,8.0,21.0,7.0,24.0,8.0,22.0,7.333333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.444444444444444,134.0,6,35-44,Actor,USA,Eliminated Week 6,0.0,78.22536306784464,50.51777427375463,Good
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,10.0,9.0,0.0,8.0,8.0,7.0,0.0,8.0,8.0,8.0,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,23.0,7.666666666666667,24.0,8.0,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071428571428571,169.5,7,25-34,Actor,USA,Eliminated Week 7,0.0,84.81363991471001,54.77246954840987,Excellent
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,6.0,7.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,8.5,8.5,0.0,8.5,8.0,8.5,0.0,8.5,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,25.0,8.333333333333334,26.0,8.666666666666666,0.0,0.0,0.0,0.0,7.74074074074074,209.0,9,35-44,Actor,USA,Eliminated Week 9,9.808612440191403,81.338810354127,52.52843195629213,Excellent
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,0.0,9.0,9.0,9.0,0.0,8.0,7.0,8.0,0.0,10.0,9.0,10.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,9.5,8.5,9.5,0.0,9.0,8.0,9.0,0.0,9.0,9.5,9.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,22.0,7.333333333333333,27.0,9.0,23.0,7.666666666666667,29.0,9.666666666666666,27.0,9.0,24.0,8.0,27.5,9.166666666666666,26.0,8.666666666666666,27.5,9.166666666666666,28.5,9.5,0.0,0.0,8.716666666666667,261.5,10,25-34,Athlete,USA,Runner-up,4.525175270873161,91.59372735331958,59.151035698150025,Excellent
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,10.0,9.0,10.0,0.0,9.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,9.5,8.0,9.5,0.0,8.5,9.5,9.5,0.0,9.5,9.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,27.0,9.0,27.0,9.0,29.0,9.666666666666666,29.0,9.666666666666666,30.0,10.0,27.0,9.0,27.5,9.166666666666666,28.5,9.5,30.0,10.0,0.0,0.0,9.4,282.0,10,35-44,Athlete,USA,Winner,1.6548463356973935,98.7741151573083,63.78811497850213,Outstanding
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,2,25-34,Athlete,Yugoslavia,Eliminated Week 2,0.0,52.53942295601506,33.92984839282028,Average
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,33.0,2,45-54,Magician,USA,Eliminated Week 2,0.0,57.79336525161656,37.32283323210231,Average
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,0.0,6.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,19.0,6.333333333333333,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666666,74.0,4,35-44,Radio Personality,USA,Eliminated Week 4,0.0,64.7986216457519,41.84681301781168,Good
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,7.0,6.0,8.0,0.0,8.0,7.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,10.0,0.0,8.5,8.5,8.5,0.0,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,26.0,8.666666666666666,21.0,7.0,24.0,8.0,27.0,9.0,28.0,9.333333333333334,25.5,8.5,26.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.416666666666666,202.0,8,<25,Musician,USA,Eliminated Week 8,4.950495049504965,88.44136197595867,57.115244794580796,Excellent
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,18.5,1,45-54,Actor,USA,Eliminated Week 1,0.0,64.79862164575191,44.59080946379342,Good
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,5.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.333333333333333,15.0,5.0,16.0,5.333333333333333,22.0,7.333333333333333,21.0,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,105.0,6,55+,Actor,USA,Eliminated Week 6,0.0,61.29599344868423,42.180495438723504,Good
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,8.0,0.0,8.0,8.0,7.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.166666666666667,21.0,7.0,21.0,7.0,24.0,8.0,22.0,7.333333333333333,23.0,7.666666666666667,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.309523809523809,153.5,7,55+,Actor,USA,Eliminated Week 7,0.0,76.80763260712676,52.85474326403312,Good
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,8.0,8.0,0.0,10.0,9.0,9.0,0.0,8.0,8.0,7.0,0.0,8.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,6.833333333333333,21.0,7.0,21.0,7.0,23.0,7.666666666666667,28.0,9.333333333333334,23.0,7.666666666666667,22.0,7.333333333333333,24.0,8.0,23.0,7.666666666666667,0.0,0.0,0.0,0.0,7.611111111111111,205.5,9,<25,Actor,USA,Eliminated Week 9,2.9197080291970936,79.97667716637847,55.03550357242971,Good
